freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,LAST UPDATE
Annual,Renewable energy - overall,Percentage,Serbia,2023,25.428,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2014,51.151,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2015,52.22,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2016,52.597,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2017,53.39,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2018,53.916,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2019,55.785,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2020,60.124,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2021,62.527,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2022,66.287,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Sweden,2023,66.393,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2014,22.459,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2015,22.879,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2016,21.975,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2017,21.658,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2018,21.378,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2019,21.968,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2020,25.0,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2021,25.0,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2022,25.002,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovenia,2023,25.066,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2014,11.713,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2015,12.882,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2016,12.029,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2017,11.465,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2018,11.896,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2019,16.894,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2020,17.345,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2021,17.419,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2022,17.481,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Slovakia,2023,16.99,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2014,19.544,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2015,18.484,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2016,24.472,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2017,23.082,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2018,24.616,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2019,24.215,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2020,24.401,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2021,22.14,19/09/24 23:00:00
Annual,Renewable energy - overall,Percentage,Kosovo*,2022,18.779,19/09/24 23:00:00
